Image name,Width,Height,xmin,ymin,xmax,ymax,Class
18/A3_10.png,768,574,150,89,215,123,medium
18/A3_10.png,768,574,120,137,179,177,low
18/A3_10.png,768,574,100,175,173,220,high
18/A3_10.png,768,574,510,220,543,262,low
18/A3_10.png,768,574,544,236,581,270,low
18/A3_10.png,768,574,189,248,240,285,low
18/A3_10.png,768,574,333,296,378,334,low
18/A3_10.png,768,574,106,319,170,355,low
18/A3_10.png,768,574,475,333,520,366,low
18/A3_10.png,768,574,78,417,149,466,medium
18/A3_10.png,768,574,691,436,766,474,low
18/A3_10.png,768,574,209,446,249,480,low
18/A3_10.png,768,574,571,450,634,483,low
18/A3_10.png,768,574,632,478,694,509,medium
18/A3_10.png,768,574,308,538,363,573,low
18/A3_12.png,768,574,82,7,174,61,high
18/A3_12.png,768,574,7,35,57,75,low
18/A3_12.png,768,574,347,54,388,89,low
18/A3_12.png,768,574,118,57,167,101,low
18/A3_12.png,768,574,211,70,284,117,low
18/A3_12.png,768,574,531,99,615,148,high
18/A3_12.png,768,574,53,102,153,155,high
18/A3_12.png,768,574,96,357,147,396,low
18/A3_12.png,768,574,176,371,222,408,low
18/A3_12.png,768,574,62,375,107,411,low
18/A3_12.png,768,574,31,385,73,419,low
18/A3_12.png,768,574,446,405,488,439,low
18/A3_12.png,768,574,15,487,112,546,high
18/A3_12.png,768,574,281,496,323,528,low
18/A3_12.png,768,574,101,516,184,568,high
18/A3_2.png,768,574,641,7,715,46,high
18/A3_2.png,768,574,329,51,401,97,low
18/A3_2.png,768,574,662,99,732,135,high
18/A3_2.png,768,574,533,110,598,145,high
18/A3_2.png,768,574,27,135,96,175,medium
18/A3_2.png,768,574,305,149,405,199,high
18/A3_2.png,768,574,191,165,257,198,high
18/A3_2.png,768,574,3,187,68,217,medium
18/A3_2.png,768,574,178,192,237,217,medium
18/A3_2.png,768,574,430,195,471,228,low
18/A3_2.png,768,574,582,211,636,246,low
18/A3_2.png,768,574,50,230,140,274,high
18/A3_2.png,768,574,319,230,405,274,high
18/A3_2.png,768,574,514,268,556,302,low
18/A3_2.png,768,574,302,269,384,310,high
18/A3_2.png,768,574,182,288,223,321,low
18/A3_2.png,768,574,720,293,762,325,low
18/A3_2.png,768,574,50,364,114,390,high
18/A3_2.png,768,574,139,404,211,445,high
18/A3_2.png,768,574,247,426,316,464,high
18/A3_2.png,768,574,437,466,482,498,low
18/A3_2.png,768,574,299,507,352,536,low
18/A3_2.png,768,574,284,357,317,392,low
18/A3_2.png,768,574,237,347,276,394,low
18/A3_2.png,768,574,41,466,78,508,low
18/A3_2.png,768,574,42,82,77,114,low
18/A3_2.png,768,574,477,286,519,335,low
18/A3_6.png,768,574,213,2,274,30,medium
18/A3_6.png,768,574,319,34,390,72,medium
18/A3_6.png,768,574,44,63,117,102,high
18/A3_6.png,768,574,394,75,475,120,high
18/A3_6.png,768,574,168,93,210,128,low
18/A3_6.png,768,574,557,201,620,228,medium
18/A3_6.png,768,574,205,218,248,252,low
18/A3_6.png,768,574,327,230,389,263,low
18/A3_6.png,768,574,47,260,89,296,low
18/A3_6.png,768,574,551,310,592,342,low
18/A3_6.png,768,574,211,371,327,418,high
18/A3_6.png,768,574,620,398,691,427,high
18/A3_6.png,768,574,32,404,107,448,low
18/A3_6.png,768,574,424,419,502,462,high
18/A3_6.png,768,574,489,434,566,479,low
18/A3_6.png,768,574,465,489,541,533,low
18/A3_6.png,768,574,107,540,177,570,medium
18/A3_6.png,768,574,307,543,348,574,low
18/A3_6.png,768,574,631,250,668,283,low
18/A3_6.png,768,574,432,272,475,313,low
18/A3_6.png,768,574,437,135,473,168,low
18/A3_6.png,768,574,521,54,554,99,low
18/A3_6.png,768,574,126,318,158,349,low
18/A3_6.png,768,574,0,349,32,395,low
18/A3_7.png,768,574,249,44,317,80,high
18/A3_7.png,768,574,525,44,592,80,medium
18/A3_7.png,768,574,312,112,404,154,high
18/A3_7.png,768,574,480,144,544,171,medium
18/A3_7.png,768,574,56,150,119,181,medium
18/A3_7.png,768,574,344,153,394,185,low
18/A3_7.png,768,574,81,173,148,212,medium
18/A3_7.png,768,574,575,180,658,217,medium
18/A3_7.png,768,574,139,206,208,234,medium
18/A3_7.png,768,574,655,191,704,226,low
18/A3_7.png,768,574,249,197,292,232,low
18/A3_7.png,768,574,115,254,157,288,low
18/A3_7.png,768,574,2,286,43,321,low
18/A3_7.png,768,574,190,288,232,323,low
18/A3_7.png,768,574,89,295,132,325,low
18/A3_7.png,768,574,316,399,361,442,low
18/A3_7.png,768,574,420,402,470,443,medium
18/A3_7.png,768,574,43,444,130,490,high
18/A3_7.png,768,574,317,476,378,508,medium
18/A3_7.png,768,574,698,312,731,351,low
18/A3_7.png,768,574,716,210,749,261,low
18/A3_7.png,768,574,615,32,651,70,low
18/A3_7.png,768,574,679,17,723,44,low
18/A3_7.png,768,574,320,240,357,283,low
18/A3_7.png,768,574,0,8,28,42,low
18/A3_7.png,768,574,17,62,60,102,low
18/A3_7.png,768,574,9,152,40,189,low
18/A3_7.png,768,574,150,299,184,339,low
18/A3_7.png,768,574,399,268,448,306,low
18/A3_9.png,768,574,129,15,187,49,low
18/A3_9.png,768,574,476,34,503,68,low
18/A3_9.png,768,574,58,79,149,124,high
18/A3_9.png,768,574,645,111,692,147,low
18/A3_9.png,768,574,498,132,575,176,high
18/A3_9.png,768,574,270,173,358,222,high
18/A3_9.png,768,574,80,205,124,239,low
18/A3_9.png,768,574,134,230,178,267,low
18/A3_9.png,768,574,380,262,454,291,low
18/A3_9.png,768,574,182,299,266,346,high
18/A3_9.png,768,574,384,331,424,363,low
18/A3_9.png,768,574,149,340,220,377,medium
18/A3_9.png,768,574,683,354,725,389,low
18/A3_9.png,768,574,524,375,569,409,low
18/A3_9.png,768,574,342,384,387,420,low
18/A3_9.png,768,574,568,392,610,423,low
18/A3_9.png,768,574,490,406,555,431,low
18/A3_9.png,768,574,207,396,280,432,medium
18/B3_1.png,768,574,134,37,178,71,low
18/B3_1.png,768,574,212,63,272,98,medium
18/B3_1.png,768,574,547,144,588,178,low
18/B3_1.png,768,574,356,190,425,232,medium
18/B3_1.png,768,574,424,230,488,264,medium
18/B3_1.png,768,574,721,267,765,300,low
18/B3_1.png,768,574,96,274,136,308,low
18/B3_1.png,768,574,648,302,724,346,high
18/B3_1.png,768,574,169,372,240,408,medium
18/B3_1.png,768,574,313,357,391,386,high
18/B3_1.png,768,574,638,421,716,464,high
18/B3_1.png,768,574,483,446,539,475,low
18/B3_1.png,768,574,146,464,187,501,low
18/B3_1.png,768,574,380,474,424,506,low
18/B3_1.png,768,574,183,502,233,542,low
18/B3_10.png,768,574,407,52,470,90,high
18/B3_10.png,768,574,272,84,340,121,medium
18/B3_10.png,768,574,42,91,123,136,high
18/B3_10.png,768,574,694,126,768,174,low
18/B3_10.png,768,574,335,135,423,185,high
18/B3_10.png,768,574,417,145,479,182,low
18/B3_10.png,768,574,23,156,87,190,high
18/B3_10.png,768,574,199,197,240,234,low
18/B3_10.png,768,574,507,241,564,274,low
18/B3_10.png,768,574,359,256,450,287,high
18/B3_10.png,768,574,21,324,63,356,low
18/B3_10.png,768,574,191,360,275,404,high
18/B3_10.png,768,574,626,434,694,470,medium
18/B3_10.png,768,574,147,521,217,568,high
18/B3_10.png,768,574,98,366,140,411,low
18/B3_10.png,768,574,288,402,330,449,low
18/B3_10.png,768,574,399,332,442,373,low
18/B3_10.png,768,574,184,17,228,61,low
18/B3_10.png,768,574,105,14,144,51,low
18/B3_10.png,768,574,265,14,312,58,low
18/B3_10.png,768,574,462,519,536,553,high
18/B3_11.png,768,574,96,31,167,68,medium
18/B3_11.png,768,574,164,40,235,82,medium
18/B3_11.png,768,574,707,41,766,70,low
18/B3_11.png,768,574,79,67,155,109,high
18/B3_11.png,768,574,637,67,682,99,low
18/B3_11.png,768,574,32,172,92,198,high
18/B3_11.png,768,574,230,292,309,336,high
18/B3_11.png,768,574,213,348,298,380,medium
18/B3_11.png,768,574,695,367,737,399,low
18/B3_11.png,768,574,208,393,288,440,high
18/B3_11.png,768,574,572,363,611,409,low
18/B3_11.png,768,574,477,265,514,309,low
18/B3_11.png,768,574,401,131,441,187,low
18/B3_11.png,768,574,623,173,672,216,low
18/B3_11.png,768,574,563,58,611,100,low
18/B3_2.png,768,574,693,0,753,28,low
18/B3_2.png,768,574,405,13,449,50,low
18/B3_2.png,768,574,257,19,317,58,low
18/B3_2.png,768,574,48,102,104,136,low
18/B3_2.png,768,574,507,122,552,162,low
18/B3_2.png,768,574,184,173,226,211,low
18/B3_2.png,768,574,269,175,335,213,medium
18/B3_2.png,768,574,229,225,271,257,low
18/B3_2.png,768,574,353,246,392,279,low
18/B3_2.png,768,574,64,263,123,296,low
18/B3_2.png,768,574,466,275,510,307,low
18/B3_2.png,768,574,608,280,684,326,medium
18/B3_2.png,768,574,120,284,165,323,low
18/B3_2.png,768,574,576,355,648,388,low
18/B3_2.png,768,574,323,338,366,372,low
18/B3_2.png,768,574,610,404,682,449,high
18/B3_2.png,768,574,104,415,145,450,low
18/B3_2.png,768,574,371,417,412,454,low
18/B3_2.png,768,574,568,441,635,478,high
18/B3_2.png,768,574,679,160,724,189,low
18/B3_2.png,768,574,36,403,77,447,low
18/B3_2.png,768,574,572,321,623,359,low
18/B3_5.png,768,574,546,23,618,61,high
18/B3_5.png,768,574,81,51,139,77,high
18/B3_5.png,768,574,709,56,768,85,low
18/B3_5.png,768,574,213,131,300,175,high
18/B3_5.png,768,574,334,153,422,195,high
18/B3_5.png,768,574,448,192,566,238,high
18/B3_5.png,768,574,594,248,635,281,low
18/B3_5.png,768,574,81,249,128,282,low
18/B3_5.png,768,574,420,254,475,284,low
18/B3_5.png,768,574,259,287,333,329,high
18/B3_5.png,768,574,360,303,430,338,medium
18/B3_5.png,768,574,47,333,124,379,high
18/B3_5.png,768,574,451,339,492,372,low
18/B3_5.png,768,574,385,382,468,417,medium
18/B3_5.png,768,574,351,387,391,423,low
18/B3_5.png,768,574,221,404,286,440,medium
18/B3_5.png,768,574,551,415,621,453,low
18/B3_5.png,768,574,400,438,512,483,high
18/B3_5.png,768,574,187,492,237,524,low
18/B3_5.png,768,574,92,522,152,549,low
18/B3_5.png,768,574,622,323,681,363,low
18/B3_5.png,768,574,677,168,720,212,low
18/B3_5.png,768,574,262,25,300,70,low
18/B3_7.png,768,574,568,66,612,104,low
18/B3_7.png,768,574,417,145,498,185,high
18/B3_7.png,768,574,519,163,593,207,high
18/B3_7.png,768,574,487,199,530,235,low
18/B3_7.png,768,574,677,236,748,277,high
18/B3_7.png,768,574,635,276,683,308,low
18/B3_7.png,768,574,267,298,321,330,low
18/B3_7.png,768,574,601,311,681,357,low
18/B3_7.png,768,574,465,318,507,352,low
18/B3_7.png,768,574,180,370,249,407,high
18/B3_7.png,768,574,205,443,245,478,low
18/B3_7.png,768,574,437,468,480,501,low
18/B3_7.png,768,574,241,469,297,498,low
18/B3_7.png,768,574,384,168,423,200,low
18/B3_7.png,768,574,644,54,688,95,low
18/B3_7.png,768,574,591,120,637,165,low
18/B3_9.png,768,574,486,329,569,384,high
18/B3_9.png,768,574,432,358,467,398,low
18/B3_9.png,768,574,379,293,444,345,low
18/B3_9.png,768,574,430,156,474,188,low
18/B3_9.png,768,574,319,139,380,181,medium
18/B3_9.png,768,574,87,168,142,214,low
18/B3_9.png,768,574,124,441,172,486,medium
18/B3_9.png,768,574,228,54,265,91,low
18/B3_9.png,768,574,323,38,394,81,medium
18/B3_9.png,768,574,271,93,310,136,low
18/B3_9.png,768,574,200,138,246,183,low
18/B3_9.png,768,574,78,39,155,90,high
18/C3_10.png,768,574,681,423,725,471,low
18/C3_10.png,768,574,373,171,442,220,high
18/C3_10.png,768,574,445,235,515,281,medium
18/C3_10.png,768,574,378,14,426,44,low
18/C3_10.png,768,574,186,85,225,118,low
18/C3_10.png,768,574,183,320,247,371,high
18/C3_10.png,768,574,676,104,712,147,low
18/C3_11.png,768,574,40,5,84,40,low
18/C3_11.png,768,574,102,6,185,48,high
18/C3_11.png,768,574,53,81,109,112,low
18/C3_11.png,768,574,616,89,694,135,high
18/C3_11.png,768,574,505,119,548,153,low
18/C3_11.png,768,574,686,120,748,155,medium
